"Objective_function","Early_InitAge_20","Early_InitAge_19","Early_InitAge_18","Early_InitAge_17","Early_InitAge_16","Early_InitAge_15","Early_InitAge_14","Early_InitAge_13","Early_InitAge_12","Early_InitAge_11","Early_InitAge_10","Early_InitAge_9","Early_InitAge_8","Early_InitAge_7","Early_InitAge_6","Early_InitAge_5","Early_InitAge_4","Early_InitAge_3","Early_InitAge_2","Early_InitAge_1","Early_RecrDev_1966","Early_RecrDev_1967","Early_RecrDev_1968","Early_RecrDev_1969","Main_RecrDev_1970","Main_RecrDev_1971","Main_RecrDev_1972","Main_RecrDev_1973","Main_RecrDev_1974","Main_RecrDev_1975","Main_RecrDev_1976","Main_RecrDev_1977","Main_RecrDev_1978","Main_RecrDev_1979","Main_RecrDev_1980","Main_RecrDev_1981","Main_RecrDev_1982","Main_RecrDev_1983","Main_RecrDev_1984","Main_RecrDev_1985","Main_RecrDev_1986","Main_RecrDev_1987","Main_RecrDev_1988","Main_RecrDev_1989","Main_RecrDev_1990","Main_RecrDev_1991","Main_RecrDev_1992","Main_RecrDev_1993","Main_RecrDev_1994","Main_RecrDev_1995","Main_RecrDev_1996","Main_RecrDev_1997","Main_RecrDev_1998","Main_RecrDev_1999","Main_RecrDev_2000","Main_RecrDev_2001","Main_RecrDev_2002","Main_RecrDev_2003","Main_RecrDev_2004","Main_RecrDev_2005","Main_RecrDev_2006","Main_RecrDev_2007","Main_RecrDev_2008","Main_RecrDev_2009","Main_RecrDev_2010","Late_RecrDev_2011","Late_RecrDev_2012","Late_RecrDev_2013","Late_RecrDev_2014","ForeRecr_2015","ForeRecr_2016","ForeRecr_2017","SPB_Virgin","SPB_Initial","SPB_1966","SPB_1967","SPB_1968","SPB_1969","SPB_1970","SPB_1971","SPB_1972","SPB_1973","SPB_1974","SPB_1975","SPB_1976","SPB_1977","SPB_1978","SPB_1979","SPB_1980","SPB_1981","SPB_1982","SPB_1983","SPB_1984","SPB_1985","SPB_1986","SPB_1987","SPB_1988","SPB_1989","SPB_1990","SPB_1991","SPB_1992","SPB_1993","SPB_1994","SPB_1995","SPB_1996","SPB_1997","SPB_1998","SPB_1999","SPB_2000","SPB_2001","SPB_2002","SPB_2003","SPB_2004","SPB_2005","SPB_2006","SPB_2007","SPB_2008","SPB_2009","SPB_2010","SPB_2011","SPB_2012","SPB_2013","SPB_2014","SPB_2015","SPB_2016","SPB_2017","Recr_Virgin","Recr_Initial","Recr_1966","Recr_1967","Recr_1968","Recr_1969","Recr_1970","Recr_1971","Recr_1972","Recr_1973","Recr_1974","Recr_1975","Recr_1976","Recr_1977","Recr_1978","Recr_1979","Recr_1980","Recr_1981","Recr_1982","Recr_1983","Recr_1984","Recr_1985","Recr_1986","Recr_1987","Recr_1988","Recr_1989","Recr_1990","Recr_1991","Recr_1992","Recr_1993","Recr_1994","Recr_1995","Recr_1996","Recr_1997","Recr_1998","Recr_1999","Recr_2000","Recr_2001","Recr_2002","Recr_2003","Recr_2004","Recr_2005","Recr_2006","Recr_2007","Recr_2008","Recr_2009","Recr_2010","Recr_2011","Recr_2012","Recr_2013","Recr_2014","Recr_2015","Recr_2016","Recr_2017","Recr_Unfished","ForeCatch_2015","ForeCatch_2016","ForeCatch_2017"
308.256,-0.56993,-0.161925,1.06176,1.41579,-2.00039,1.69993,0.582017,-2.08674,0.611764,-1.68096,-0.0505454,0.560835,-1.2601,-0.671637,-1.03211,1.77572,-0.357222,1.69757,0.802047,0.524426,-0.704606,1.52088,-0.403792,0.78414,2.0875,0.515593,-0.837665,1.49518,-0.954163,-0.00356714,-0.688083,1.73714,-0.574154,-0.790914,2.97496,-0.495681,-0.437098,-0.956865,2.33696,-1.83932,-2.77659,1.43373,0.681336,-1.43338,1.42026,-0.669838,-2.29634,1.24014,0.891487,0.094978,0.634868,0.176728,0.369377,2.48686,-0.638458,-0.403505,-3.76973,0.465084,-3.31765,0.924472,0.584448,-4.16192,1.80417,0.0557149,2.63393,-0.886105,0.107584,2.38806,2.8752,0.711313,1.71562,0.287028,4962020,4962020,3739220,3868570,3630150,3660970,3555920,3363230,3808240,4255170,4239070,4210000,4059270,3740980,3365430,3424880,3456700,3298700,4654390,5926960,6305020,5963820,6255590,6281010,5778050,5334450,4884800,4354290,3979780,3589050,3121940,2674310,2595390,2416560,2225030,1991270,1762840,2573000,3305230,3547510,3295120,2801230,2212150,1816440,1662570,1421000,1696450,1916540,2926360,3776200,3952250,4595550,5802850,6048770,4078860,4078860,740352,6874300,997556,3274760,12024700,2483860,649145,6752050,582867,1507210,757925,8509270,835380,673712,29130900,901816,984389,594524,16074900,246080,96644.8,6513190,3054860,366836,6328190,776156,151519,5157510,3590450,1591440,2720830,1705460,2045020,16721500,720195,962236,34143,2373420,53642.3,3667520,2533660,21350.5,8200820,1385440,18869500,569949,1628240,16328200,26679800,3101110,8595770,2064830,4078860,1071750,1640870,2062120
308.66,-2.39261,-2.07757,-1.23881,0.128587,0.805477,-0.0708755,1.18739,-1.87441,-0.259296,1.47626,-1.19367,-2.33225,0.54568,-1.05596,0.110595,-1.82333,0.558615,1.02626,0.450161,1.44575,0.224147,1.78963,-0.848362,-0.133237,2.16988,-0.00325872,0.0408689,1.35493,-0.532172,-0.775708,-0.00667248,1.5802,-0.972141,0.00664761,2.49779,-1.22302,-2.43006,-1.08027,2.46106,-1.36223,-1.88469,1.6548,-0.487365,-1.51088,0.89319,-0.21761,-1.17908,0.762482,1.3039,0.157114,0.0211667,0.238699,0.325578,2.37658,-1.24948,-0.494905,-2.67146,0.362169,-2.51229,0.816527,0.740881,-3.59506,1.76183,0.137122,2.52495,-2.23706,-0.154539,1.28685,-0.145113,0.965532,-0.137402,-1.00529,5058730,5058730,2302150,2512810,2615720,3012100,3207540,3109050,3490810,3877170,3939860,3932380,3835010,3568850,3286060,3288280,3264270,3158340,3727710,4288120,4392970,4125630,4530300,4824090,4685350,4581470,4304930,3894280,3451270,3014750,2606300,2113200,2053990,1973480,1818720,1607430,1394460,1998440,2589510,2851290,2726970,2345270,1863110,1501870,1380680,1195510,1440980,1661750,2448040,3155870,3325390,3335720,2885690,2387690,2884290,2884290,1330710,6384650,457067,937960,9398790,1068980,1120160,4177330,633103,496241,1070210,5224030,406212,1081040,13051500,315788,94789.3,366531,12655300,276285,164121,5659580,664133,238556,2637580,866942,330638,2297210,3932350,1240860,1082040,1343010,1460260,11294500,298593,645181,73806,1537200,86666.3,2407730,2214180,28709.8,6062490,1184470,13032500,112160,912971,3885180,929059,2821110,933048,389624,2884290,618071,664575,530928
289.857,1.45545,-0.359936,-1.24048,-0.613575,-2.32421,0.774025,-1.30678,-1.98776,0.00432068,-1.20672,-0.593525,-1.49826,-0.378306,-0.714222,-0.881432,0.8442,-2.06477,-1.389,1.0853,-2.16976,1.27622,-1.76388,2.55258,-0.269889,2.49644,-1.04561,-1.687,1.50577,-0.575259,0.267208,-0.878105,1.66155,-1.86268,0.108514,2.75761,-0.71555,-1.68245,-1.86906,2.41856,-1.28525,-2.84421,1.76791,0.510501,-1.62596,1.15522,0.211266,-1.54649,1.00751,0.946514,0.199986,0.469615,0.0932742,0.6095,2.39408,-0.905891,-0.247951,-2.41891,0.162481,-2.09416,0.501099,0.501883,-2.50834,1.64233,-0.0547578,2.45882,-2.1493,0.268603,-0.210715,0.652261,-0.736623,-0.381235,-0.0531854,4713480,4713480,1539340,1496670,1519190,1563720,2301970,2925740,4042410,4798590,4847880,4748490,4518740,4168140,3758930,3691950,3574800,3372920,4243680,5069940,5231650,4858010,5185690,5343500,5019080,4841670,4595910,4186160,3772190,3380510,2958780,2481640,2350430,2160350,1941760,1690750,1484670,2125970,2698710,2908610,2714670,2260790,1724700,1305680,1093550,859312,1026840,1147910,1760270,2287210,2379710,2198660,1659710,1262800,3522220,3522220,4110640,195520,14692500,878569,14894900,444569,241692,5966560,745188,1727790,547610,6896560,201459,1443950,20357500,627893,243777,204997,14954200,366426,77430.4,7812640,2212440,260563,4188840,1617850,276469,3518030,3263320,1514040,1968150,1334690,2199830,12796400,460369,946560,111528,1487010,154430,2020060,1935880,90221,5488980,940125,12216000,125342,1538650,992985,2366560,583556,794901,1043000,3522220,621507,451957,354248
317.404,1.22164,-1.14429,-2.02717,0.553705,-1.00747,-3.28359,-1.85114,-0.881091,-0.500735,-0.196848,0.764342,0.276874,0.435264,-0.0390843,-2.26168,-0.712736,-0.778044,0.82714,-1.93916,0.218286,1.53907,-3.65284,1.75472,0.74379,2.20675,-0.189242,-0.00122875,1.43547,-1.42494,0.11608,-0.968052,0.86376,-0.307195,-1.87595,3.15027,-1.98908,-0.949273,-1.39784,2.86785,-2.42329,-2.31134,2.13808,0.632886,-1.08542,1.48665,-0.449798,-1.91809,1.30684,1.03197,0.207291,0.509461,0.0810658,0.808813,2.56216,-1.30925,0.0718743,-3.83933,0.490444,-2.4536,0.973081,0.608824,-2.97276,1.59835,0.139396,2.57829,-0.995977,0.336511,0.665186,-0.310457,1.90646,1.7472,1.178,3836390,3836390,1375550,1245530,1303850,1403040,1638490,1829390,2457460,2933680,3004130,3001280,2872130,2630870,2360020,2190670,2020000,1811970,3053040,4261980,4683160,4465370,5199040,5675750,5493930,5441020,5250350,4812060,4366350,3878310,3326290,2777010,2596280,2337730,2062150,1746400,1509790,2201410,2803320,3024200,2816060,2360490,1815480,1436120,1264410,1037620,1166170,1249110,1912240,2500260,2608480,2476750,1702830,1585200,3041170,3041170,4909640,26966.4,6051280,2221700,9760380,898629,1110920,4727850,271029,1265460,426842,2650810,815705,168954,25570700,148434,436519,283389,20258100,101829,114543,9831080,2179930,390890,5111690,734873,168609,4218970,3180660,1379750,1858330,1201840,2463850,14014700,287540,1185390,24134.4,1840880,96509.7,2934650,1994650,54174.1,5155070,1165540,13586800,384457,1526390,2165860,818793,7488930,6188370,3476870,3041170,803292,521060,350669
327.605,-1.33696,-0.822824,-2.44603,-2.05547,-1.55906,-1.03312,2.94261,1.2126,0.0454258,0.15827,-0.989952,-0.100286,1.86315,-0.899361,1.04698,-0.351791,1.39062,-0.928491,-1.56773,0.490921,-2.30747,0.954962,1.19335,1.06033,2.3832,-0.138507,-0.428439,1.17461,-1.52938,-0.19785,-1.69479,1.45129,-1.82,-2.52658,2.85935,-0.312904,-0.89524,-0.952531,2.62905,-0.948086,-3.25552,1.5841,0.908639,-2.22366,1.46165,-0.255047,-3.74843,1.34674,1.08516,0.263114,0.680298,0.183379,0.790095,2.68753,-0.599317,-0.227295,-3.92698,0.412431,-1.74945,1.24687,1.10817,-4.18252,2.58193,1.2774,3.4975,0.751701,1.62964,-0.396739,-2.46689,0.156864,0.841886,-2.09267,4915210,4915210,4022530,3550860,2990290,2715100,2652460,2693070,3498640,4147360,4226720,4116990,3846800,3443710,3009680,2902020,2774240,2523940,3533350,4538660,4839090,4566640,5301160,5805910,5627650,5415740,5151780,4698880,4343380,3964850,3473170,3017940,2958970,2798020,2582420,2309790,2079760,3011730,3833900,4103700,3822860,3262600,2610590,2225440,2175330,2002360,2774230,3607620,6474000,8958800,10166800,10111200,7037310,4396810,4046960,4046960,145662,3705360,4516220,3855470,14382400,1160030,925978,4766670,320245,1206540,266371,6045260,222228,108623,23436200,956968,581867,577792,20996500,581011,59301.2,7602180,3850930,166979,6602400,1167820,34995,5611690,4199900,1785580,2696520,1617000,2902230,18735200,677456,1092880,28559.8,2219760,251876,4866620,4001130,19234.2,16547700,4370160,44364000,3034340,8079360,1106150,141251,1946520,3714950,183690,4046960,2496020,1986690,1198550
303.455,0.907979,0.19841,0.323594,-0.228888,1.70859,-0.767226,0.446732,-2.0023,-1.36669,0.496322,-1.63605,0.0922499,1.30417,-1.67251,-0.751729,-0.250616,1.99899,-0.54072,-0.845062,-0.539994,0.937026,0.500031,0.832744,0.375719,1.73685,-0.640747,-1.12987,1.21986,-0.858745,-0.0471463,-1.69804,1.1114,-1.91139,0.43222,2.91087,-0.603639,-0.949557,-1.60297,2.53689,-1.44185,-1.83097,1.4928,-0.205837,-1.07759,1.53067,-0.617012,-2.13539,0.998957,1.28104,0.0287112,0.642583,0.142054,0.327672,2.57036,-1.90452,0.00345855,-2.08287,0.199106,-1.96829,0.918934,0.542952,-2.5302,1.76701,0.174135,2.66809,-0.316728,1.01555,1.58,0.172792,-1.00357,-1.06201,-1.91235,4331070,4331070,2835060,2619200,2381640,2299040,2224850,2102210,2309180,2483250,2399900,2306990,2210710,2050380,1870060,1828660,1750800,1699560,2683360,3688170,4100090,3986010,4448740,4718790,4542110,4322870,3942290,3483090,3150790,2843190,2491800,2047430,1990970,1869560,1742780,1530980,1314620,1962690,2579280,2864260,2751940,2343300,1828840,1446100,1270280,1045800,1225540,1381310,2152240,2888440,3207910,3415720,2951970,2272110,2693340,2693340,2538360,1633420,2266810,1432420,5576690,515598,317914,3345940,417823,938659,179663,2968780,143597,1493760,17757400,527335,383773,202382,12755000,238412,162130,4509320,823981,344086,4657090,541303,118102,2700900,3557680,1005390,1854170,1119270,1340810,12500700,140477,977629,123316,1214190,138733,2468620,1668680,75800.6,5504040,1095970,13503700,690534,2705570,4832460,1188550,367479,344499,145238,2693340,774256,755620,607007
333.714,0.267527,0.489841,-0.435162,-1.64063,-0.888409,0.0188969,-0.413958,1.12074,1.74467,-2.92014,0.495954,-2.49662,-0.590405,0.332651,-1.15496,1.07973,-0.0169737,-0.821465,0.085978,-5.02518,0.188724,1.06696,1.26222,-1.88229,2.05904,0.805698,-0.758773,1.07895,-0.60579,0.100711,-0.71084,1.65813,-1.6327,0.186353,2.84909,-1.3175,-1.78431,-1.12427,1.9404,-1.65607,-1.64332,1.7721,-1.3579,-1.33624,1.28195,-1.85661,-1.08716,0.951833,0.556918,0.241762,0.450205,0.0608738,0.676753,2.40105,-0.85093,-0.113971,-2.37698,0.012342,-3.05841,0.992567,0.109692,-2.49346,1.84251,0.90515,2.83115,-0.162376,-0.00259192,0.145624,0.202513,-2.135,-0.891704,-1.75717,5990290,5990290,2824940,2498510,2139550,2105910,2273070,2273970,2777190,3347380,3519000,3536620,3430600,3215220,2964730,3099650,3173560,3134590,4418440,5619460,5980330,5682200,5778620,5655750,5162600,5011740,4731150,4274720,3919460,3525380,3080230,2599150,2442600,2219340,2007320,1777360,1606920,2337220,2997500,3266120,3098150,2639190,2071200,1708700,1536690,1290630,1543460,1862410,3109210,4232970,4589140,4436590,3066520,2010960,4245730,4245730,1692180,3954470,4613060,197879,10405800,2971670,653507,4273970,800593,1624260,717209,7565060,276765,1723050,24823500,383895,256391,513550,11090800,302167,306702,9307240,401947,409031,5561010,237239,504615,3802150,2492590,1749630,2122020,1401730,2522080,13626800,510015,1193340,131802,1463710,67153.5,3720700,1443590,100737,7423180,2724320,19981100,1065380,1427330,1754060,1880820,180669,584935,221286,4245730,1306230,925498,624464
299.306,1.9448,0.878854,0.0204774,0.261554,-1.47932,-2.32816,1.91392,-2.27782,-1.38179,-1.39112,0.263588,1.69978,-1.16965,0.279525,-0.815736,-0.169619,0.943534,-0.545615,-0.118968,1.56482,0.392938,2.2995,-0.415079,-0.017509,2.49165,-0.957716,0.67605,1.54621,-0.725171,0.409952,-2.36203,1.94839,-0.496776,-0.474341,2.76748,-1.46871,-1.6299,-1.09948,2.47256,-2.66728,-1.59029,1.73946,0.604759,-1.87141,1.36589,-2.05118,-0.693123,0.995755,0.671139,0.192787,0.479673,-0.0455658,0.302867,2.292,-0.575783,-0.332008,-2.72262,0.274539,-3.10425,0.929366,0.376665,-2.22838,1.77704,0.314812,2.46697,-1.17133,-1.60001,-0.0739452,-0.412436,-0.30149,-1.47,0.454813,5224280,5224280,2946400,3013000,3076050,3915340,4481350,4486200,5319110,5936910,5998660,5984800,5738600,5302220,4728450,4743510,4744360,4503850,5542610,6435580,6489790,5938280,6346030,6533840,6118380,5870780,5568890,5052880,4626150,4116590,3549810,2990970,2783020,2518490,2255410,1970780,1701740,2354820,2943860,3131850,2890300,2415240,1858120,1514360,1385290,1175360,1467050,1726770,2614350,3318470,3346260,3011340,1979380,1262940,4441050,4441050,2326050,15700200,1042650,1595430,19874700,631396,3281690,7898670,815492,2537040,158185,11710000,1005830,1028930,26320800,378907,328102,563541,20067000,116859,344645,9644740,3087420,258793,6564730,213743,824927,4417070,3143100,1907900,2517180,1467190,2042580,14578500,804720,1090250,103158,2082710,70257.1,3864410,2123330,150249,8075160,1792500,16321900,444964,311765,1480370,1056320,1164870,339041,2102320,4441050,888650,637278,373998
303.959,1.81001,0.971555,-2.12207,1.45073,0.94321,2.46895,-3.69,-0.45396,-0.368043,0.294763,-0.645088,-2.85785,-0.802383,-0.818948,-2.66639,-1.61281,-0.800338,0.284121,-0.271415,1.47245,-1.56032,1.24733,0.558253,1.0253,2.30502,-0.541478,0.638543,1.64664,-1.60305,0.217924,-1.64438,1.53501,-1.60318,-1.0948,2.67398,-0.810971,-1.64377,-0.53939,2.19361,-1.75743,-1.14378,1.69734,-0.436518,-1.27886,1.34622,-1.08239,-1.93814,1.11537,0.766241,0.161181,0.512992,-0.125136,0.480137,2.23236,-1.09597,-0.561747,-2.4473,0.3535,-1.57335,0.856585,0.499406,-3.25546,1.99033,0.09055,2.86418,-1.70688,0.906347,0.207592,1.1225,-0.549582,0.674509,2.48148,5515060,5515060,2045140,2146900,2172260,2371370,2497760,2596010,3423540,4115500,4368250,4612090,4626220,4401460,4031460,3954490,3824610,3548800,4375510,5206580,5393200,5080530,5354310,5434740,5090750,4941130,4651970,4203330,3865600,3493810,3052060,2601500,2499190,2328470,2124410,1888020,1673240,2261160,2791600,2966200,2758860,2334200,1837310,1508560,1394810,1202130,1582670,1922480,3257460,4418040,4897000,4849530,3686880,2769650,3898690,3898690,275675,4604000,2315630,3743060,13557800,791138,2660760,7422340,289370,1795680,278962,6676850,287316,476848,20596100,626758,277864,849798,13101400,250933,465254,7980300,940344,404113,5553170,485450,204741,4295420,2985090,1597850,2259210,1181520,2134140,12068500,423178,760201,118755,1969010,284158,3154670,2122990,47818.9,8921520,1288560,21959000,235630,3459360,1771000,4457640,836776,2779010,16397000,3898690,1304430,967882,795432
291.563,-0.238912,1.05986,-1.75319,-1.60293,-3.05259,-0.571433,-0.67706,-0.0541941,-0.0805806,-2.30936,0.0817456,0.537755,-0.635603,0.253008,-0.469397,0.952151,0.676733,-0.226675,-0.932889,0.728669,1.72265,1.45269,0.991919,-0.509237,2.17366,-2.82691,-0.759904,1.47543,-0.668575,0.228228,-1.95693,1.66289,-2.84491,0.319063,2.69763,-0.151179,-1.01994,-0.752165,2.59919,-1.00701,-1.42139,1.29902,0.794982,-1.39703,1.30667,-0.340551,-3.00654,1.0295,1.05973,0.0839714,0.684186,0.114661,0.712965,2.52913,-1.17701,0.138063,-5.44605,0.393704,-2.44602,1.03012,0.731642,-1.58095,2.07795,0.499514,3.16118,-0.690811,0.785171,-0.0276923,-0.652936,-1.24507,1.82097,-1.07464,4524250,4524250,1902930,1815650,1916040,2290770,2574550,2587920,2962580,3251450,3205530,3142880,3047080,2875960,2651690,2670590,2649260,2579810,3233390,3919780,4155100,3992090,4479090,4825820,4725900,4503890,4185270,3799580,3447980,3089300,2701690,2224200,2086340,1884920,1691480,1463670,1271720,1812080,2334770,2587810,2486800,2124000,1654140,1309940,1179810,996695,1255130,1497560,2650920,3763120,4248630,4221170,3278410,2247480,2554520,2554520,4763660,3602960,2297040,528665,7878010,53092.9,427643,4046530,473352,1157650,129670,4803250,52335.2,1239780,13360800,770698,333470,445566,12793100,345987,231204,3534800,2131420,237027,3515230,670248,46095.8,2573990,2604620,952012,1715650,952348,1694390,10082500,239129,967282,3806.43,1329620,77232.5,2432520,1718050,160908,6072390,1191390,18245800,405058,1973790,915493,496074,274227,5722560,299389,2554520,888324,838640,574926
294.336,-0.4853,1.32081,1.81249,-0.627291,0.728711,-1.33382,-0.299311,-0.681743,-3.32528,0.317865,-0.608151,0.152977,-0.158521,0.585862,0.236263,-0.94965,-0.04266,0.690123,-0.425266,1.26088,-1.41577,1.40002,-0.0116875,-1.81527,2.2034,-2.02863,-0.470981,1.26125,-0.248148,0.265345,-1.90728,1.88675,-1.04048,0.291019,2.99319,-0.222862,-4.09593,-0.130315,2.36127,-1.4793,-4.07744,1.3779,0.536794,-0.605768,1.19624,-0.450466,-3.38426,1.07399,1.25544,0.219431,0.438702,0.138331,0.722514,2.71236,-0.878573,0.195895,-3.1021,0.350994,-2.24552,0.931022,0.662929,-2.53516,2.06942,0.978999,2.78004,-0.413932,0.724466,-2.15333,-0.510847,0.248971,-1.3492,0.0311772,4581100,4581100,1882850,1911960,1829390,1918270,1911880,1723990,1973230,2232640,2235380,2189620,2129630,2019620,1879840,2021990,2138560,2174910,3093790,4028660,4382380,4273610,4614980,4762290,4511310,4237520,3889890,3515820,3165750,2806180,2428320,1969630,1879910,1735280,1549770,1322540,1107220,1653040,2197780,2471070,2383420,2021340,1557470,1195070,1019490,805721,971586,1151040,1715630,2242810,2400150,2242600,1719830,1274900,2599220,2599220,190063,3191540,766390,128261,7126860,99891.8,496513,2916950,645010,1071220,120958,5286060,276471,1072200,16272000,656092,14995.9,836642,10264900,219510,16556.6,3894870,1664220,524992,3131200,591002,30716.4,2575830,2971480,989725,1213550,874243,1504320,10329300,263408,910041,36974.5,1208630,89172.8,2033210,1419970,52020.2,4830720,1439400,9603510,426694,1564700,96069.7,506353,1061400,196892,696500,2599220,500163,416247,272531
304.303,-0.288059,-1.64741,1.03861,1.04921,-2.87083,-0.443705,-1.02842,-2.25421,-0.663319,-0.917335,1.02797,-0.263794,1.33079,-0.156442,-0.0743195,-0.695345,0.266066,-1.33186,0.716913,-2.51038,0.854308,0.608515,0.886783,0.484442,1.82248,-0.634045,-1.20213,1.19212,-1.59419,-0.109599,-1.20108,1.63953,-1.17025,0.684781,2.78438,-1.46254,0.131096,-0.44623,2.11348,-1.38249,-1.5181,1.39327,0.440958,-2.506,1.4706,-0.339153,-0.937421,0.891301,0.569815,0.477843,0.332033,0.390466,0.484943,2.37639,-1.11342,-0.222274,-3.59015,0.271057,-3.58744,0.721045,0.69444,-2.67736,2.00693,0.0654692,2.73944,-0.565204,0.996582,-2.36396,0.87336,-1.34505,-0.957277,0.274479,5376880,5376880,2349370,2146070,1969860,1981670,2027040,2020700,2401030,2710590,2689380,2640550,2544660,2360140,2154230,2282630,2384720,2466940,3576770,4601420,5010950,4895740,5184830,5232160,4880610,4589090,4244900,3822300,3542310,3275410,2960980,2526270,2360990,2158550,1951440,1732370,1550670,2191300,2776080,3015250,2854000,2431780,1909020,1509310,1355740,1154000,1492650,1786470,2799060,3711450,4115350,4006510,3159190,2265870,3515430,3515430,2793860,2149300,2791690,1869200,7156880,613193,358713,4010450,246933,1086610,362618,6131550,363162,2346150,19299900,277753,1442430,832514,10853000,328355,288204,5302000,2032990,106104,5614370,908453,494908,3050510,2181160,1941230,1658660,1730110,1864320,12047700,358134,940128,33719,1622070,33952.1,2459910,2288440,74463.3,7838470,1074170,16719700,640240,3314470,119520,3079520,334013,478007,1554490,3515430,890667,837767,620596
303.448,-0.706668,-0.733435,-0.471629,-1.24904,0.0124917,-0.0236138,0.769211,-0.862968,1.65896,0.473587,0.20355,-0.669588,-0.52135,-0.434977,-1.18686,-1.16461,0.578389,-0.592219,-1.79183,1.62478,-0.542732,1.69017,-2.77948,0.823638,2.0817,-1.57739,-0.441502,1.20922,-0.48803,0.251856,-0.652515,1.94596,-0.687076,0.202462,2.67954,-0.893142,-2.25311,-1.09611,2.59273,-1.01335,-2.5102,1.613,0.33698,-2.3202,1.64223,-0.357917,-1.19205,0.957099,1.02407,-0.147451,0.429415,0.537326,0.488575,2.56375,-2.14673,0.164068,-2.45486,0.274886,-1.62237,0.850314,0.498858,-4.33581,1.58721,0.0397889,2.2188,-1.83214,0.648137,-1.72949,0.368545,0.113596,0.438318,-1.08397,4243090,4243090,1537520,1571970,1577040,1821680,1907080,1863160,2194790,2484010,2491860,2428740,2333330,2192010,2048750,2225140,2384450,2440520,3080370,3696040,3870580,3674610,4082470,4374100,4262350,4121280,3850490,3482730,3210980,2947870,2638250,2194700,2049190,1817500,1563080,1330780,1132400,1651140,2160410,2416210,2334740,1980190,1528840,1161600,983841,757129,831339,869539,1127100,1378720,1395330,1228010,1082670,973586,2296030,2296030,449453,4206810,48198.3,1807690,6400440,164330,522493,2760610,505876,1057260,426089,5686890,405304,996442,11957400,336621,88377.4,285220,11446400,309698,69838.3,4332450,1207380,84505.5,4423000,594040,256270,2181810,2308330,701105,1237880,1357190,1263920,9797090,85464.5,921459,69642,1081280,161557,1877480,1272460,9623.68,3468030,690352,6257460,110185,1396880,134683,1099990,832666,1122950,239305,2296030,226828,183656,167014
310.928,1.20833,-0.202971,-1.29997,2.12573,-2.54263,-1.69408,-0.301469,0.349598,-0.877439,-1.2115,1.80434,-0.721094,1.71495,-2.94019,0.276133,-2.1792,-2.14804,0.0143048,-0.476182,1.23808,-0.518367,1.81883,-0.308778,1.58633,2.20724,-0.414745,0.605054,1.70913,0.0221052,-0.918361,-2.18304,1.74953,-0.510905,-0.253772,2.9419,-1.39457,-0.844156,-1.96166,2.56472,-2.90328,-2.81289,1.39487,0.493808,-1.05986,1.41251,-0.214282,-2.66771,1.50395,1.24011,-0.113367,0.649159,-0.0835127,0.973142,2.58322,-0.594622,-0.426481,-2.75406,0.740501,-3.09864,1.06324,0.856598,-4.05356,1.87258,-0.0871785,2.76728,-0.662032,0.540885,1.88679,2.32789,1.07948,-1.78351,1.74059,3865650,3865650,2074260,1923480,1751690,1963940,2086640,2235940,2850590,3309770,3408940,3502360,3503970,3281470,2942790,2894110,2847780,2711070,3592480,4434060,4663490,4380590,4721380,4872850,4577680,4233590,3808800,3343360,2977280,2634000,2268780,1923690,1965540,1883190,1717650,1479120,1299720,1980400,2603220,2841170,2664030,2264270,1772910,1428200,1312580,1124390,1335900,1477370,2268730,2993310,3192590,3382090,3419910,3471890,2740640,2740640,586787,6031650,711729,4789970,8962560,655148,1850260,5634070,1044480,408435,115316,5863370,607434,784677,19146100,249629,440511,145592,13485800,56749.8,62321.1,4193830,1698810,357990,4220470,823664,70329.8,4520740,3432150,873574,1876540,898172,2559400,12587100,515839,640507,63915.6,2118160,45361.4,2875290,2285490,16432.9,6089600,838875,14934300,490305,1705670,6687870,10437800,3005470,171716,5830150,2740640,866390,792231,899102
